item,itemLabel,fnames,lnames,itemDescription,birth,death,professions,summary
Q22712522,Giovanni Tommaso Faccioli,"Giovanni, Tommaso",,Italian epigrapher (1741-1808),1741,1808,"archaeologist, epigrapher",
Q55833458,Q55833458,,,,1470,1545,politician,
Q63255720,Q63255720,,,,1550,,actor,
Q3766428,Giovanni Antonio Agostini,"Giovanni, Antonio",Agostini,Italian painter and sculptor (1550-1631),1550,1631,"painter, sculptor",
Q18222849,Placido Bordoni,Plácido,,Italian historian,1736,1821,historian,
Q41618802,Giovanni Prosdocimo Zabeo,Giovanni,,1753-1828,1780,1828,,
Q15691232,Giovanni Battista Recanati,"Giovanni, Giovanni Battista",,Italian poet,1687,1735,poet,
Q961515,Giorgio Gentili,Giorgio,Gentili,Italian composer,1669,1737,composer,
Q3852318,Mathias Stabinger,Mattia,Stabingher,Italian composer,1739,1815,composer,
Q15856825,Bartolomeo Zamberti,Bartolomeo,,Italian mathematician and historian of mathematics,1473,1539,"mathematician, historian of mathematics",
Q65038115,Lorenzo Muttoni,Lorenzo,Muttoni,,1726,1784,sculptor,
Q55226783,Tommaso Antonio Contin,"Antonio, Tommaso",,(1723-1796),1723,1796,,
Q21415627,Angelo Costantini,Angelo,Costantini,Republic of Venice actor,1654,1729,actor,
Q3618878,Anton Maria Lamberti,Anton,Lamberti,Italian writer and poet,1757,1832,"writer, poet",
Q3475912,Carteromaco,Scipione,,,1466,1515,"philologist, linguist",
Q23871893,Antonio de Scaramelli,Antonio,,Italian scientist,,,scientist,
Q27999317,"Emilio Altieri, II principe di Oriolo",Emilio,,,1670,1721,,
Q87769983,Cortese Cortesi,,,Italian writer,1550,1617,writer,
Q3961040,Simeone Difnico,Simeon,,,1613,1661,Catholic priest,
Q18913006,Jacopo Muselli,Jacopo,,Italian numismatist and antiquarian seller,1697,1768,"antiquarian seller, numismatist",
Q3619888,Antonio Meneghelli,Antonio,,Italian historian and literary critic,1765,1844,"historian, literary critic",
Q21289013,Giovanni Battista Maganza,Giovanni,,Vicentine painter,1577,1617,painter,
Q55928616,Silvia Curtoni Verza,Silvia,,,1751,1835,writer,
Q17429161,Toma Babić,,,,1680,1750,"writer, monk, linguist",
Q100727484,Vitruvio Buonconsiglio,,,Venetian painter,1510,1573,painter,
Q27485130,Girolamo Discepolo,Girolamo,,,1550,1615,typographer,
Q59361233,Lucia Scaligeri,Lucia,,Italian painter (1637-1700),1637,1700,painter,
Q3688864,Contessa Tagliapietra,,,,1288,1308,,
Q25813030,Alessandro Carriero,Alessandro,,author (1548-1626),1546,1626,"writer, presbyter",
Q15896891,Giacomo Cocco,Giacomo,Cocco,Venetian military,1412,1453,military personnel,
Q61475635,Alvise Emo,Alvise,,Venetian politician (1717-1790),1717,1790,politician,
Q17341137,Pietro Bussolin,Pietro,Bussolin,,1772,1845,"poet, chemist",
Q3839744,Louis III Gonzaga,"Louis, Luigi",Gonzaga,,1745,1819,,
Q40535030,Giovanni Battista Costantini,Giovanni Battista,Costantini,Republic of Venice actor,1654,1720,actor,
Q3107287,Giovanni Molin,Giovanni,Molin,Italian cardinal,1705,1773,"Catholic priest, catholic deacon",
Q64747968,Antonio Maria Gardini,"Antonio, Maria",Gardini,roman-catholic bishop,1738,1800,"Catholic priest, catholic deacon",
Q18945822,Vincenzo Formaleoni,Vincenzo,,1752-1797,1752,1797,historian,
Q26899109,Agostino Chigi,Agostino,,,1634,1705,,
Q18945822,Vincenzo Formaleoni,Vincenzo,,1752-1797,1752,1797,historian,
Q3750876,Francesco di Vannozzo,Francesco,,Italian poet,1330,1389,poet,
Q3616075,Andrea Torresano,Andrea,,Venetian printer,1451,1529,"printer, typographer, publisher",
Q19514601,Marco Manuzio,Marco,,Venetian priest,,1568,priest,
Q55227099,Giacomo Diedo,Giacomo,Diedo,,1684,1748,,
Q3903624,Pietro Alborghetti,Pietro,Alborghetti,Italian stage actor and actor,1675,1731,"actor, stage actor",
Q22610134,Marco Antonio Sanfermo,Marco,,,1783,1849,engineer,
Q42407524,Antonio Uberti,Antonio,,German-italian opera singer,1719,1783,opera singer,
Q1909342,Matteo Alberti,Matteo,Alberti,Italian architect,1646,1716,architect,
Q30250945,Lorenzo Zucchi,Lorenzo,Zucchi,,1704,1779,engraver,
Q55227142,Bagion Dolfin,,Dolfin,,1396,1436,writer,
Q19984911,Antonio Lazzari,Antonio,Lazzari,,1798,1834,drawer,
Q94996666,Giovanni Gradenigo,Giovanni,,,1311,1386,,
Q4015175,Vittore Benzon,Vittore,Benzon,Italian actor,1779,1822,"actor, stage actor",
Q3766895,Giovanni Brevio,Giovanni,Brevio,,1500,1600,,
Q3770921,Giuseppe Maria Peruzzi,"Giuseppe, Maria",Peruzzi,,1746,1830,Catholic priest,
Q19985112,Q19985112,,Rossi,,1525,1591,military leader,
Q29375850,Girolamo Bologni,Girolamo,,"Italian jurist, philologist and poet (1454-1517)",1454,1517,"poet, jurist, philologist",
Q12875037,Geōrgios Vendotēs,,,"translator, editor and printer (1757-1795)",1757,1795,"editor, publisher, printer, translator",
Q64781019,Girolamo Righetto,Girolamo,,roman-catholic bishop,,,,
Q892128,Bonaventura Furlanetto,Bonaventura,Furlanetto,Italian composer,1738,1817,composer,
Q30888067,Pietro Monaco,Pietro,Monaco,Italian engraver,1707,1772,"engraver, painter",
Q3615536,Andrea Bondumier,Andrea,,,,1464,bishop,
Q28846497,Giuseppe Treves,Giuseppe,Treves,,1759,1825,shipowner,
Q17285152,Vincenzo Morosini,Vincenzo,Morosini,Italian politician,1511,1588,politician,
Q4191444,Caterino Zeno,,Zeno,"Venetian diplomat, ambassador to Uzun Hasan",1440,1490,"writer, ambassador, diplomat, traveller",
Q41617294,Alessandro Nievo,Alessandro,Nievo,1417-1484,1414,1484,"jurist, publisher, religious, canon law jurist",
Q23279842,Giacomo Cocco,Giacomo,Cocco,Venetian priest,1490,1565,Catholic priest,
Q3904064,Pietro Massolo,Pietro,,,1520,1590,,
Q18758543,Giovanni Benedetto Giovanelli,Giovanni,,Italian politician,1726,1791,politician,
Q3766674,Giovanni Battista Grassi,Giovanni,Grassi,Italian painter (1525-1578),1525,1578,painter,
Q55835449,Orazio Toscanella,,,,1510,1580,writer,
Q892128,Bonaventura Furlanetto,Bonaventura,Furlanetto,Italian composer,1738,1817,composer,
Q17397574,Pantaleone Giustinian,Pantaleone,,Italian catholic patriarch,,1286,"patriarch, Catholic priest",
Q3766773,Giovanni Battista VI Giuseppe Albrizzi,"Giovanni, Battista",Albrizzi,,1750,1812,,
Q3929935,Ramperto Polo,,Polo,,,1311,Catholic priest,
Q18645537,Venceslav Boiani,,,poet and humanist,1490,1560,poet,
Q22691557,Giacomo Chiodo,Giacomo,Chiodo,,1759,1842,,
Q61605768,Giofredo Cornaro del Carpasso,,,,,,"knight, feudatory",
Q16266182,Marcantonio Giustinian,Marco,Q64031004,"Italian publisher, typographer and ambassador",1516,1571,"diplomat, typographer, publisher",
Q55916168,Jacopo Maria Paitoni,Iacopo,,,1708,1774,bibliographer,
Q89121578,Marc'Antonio Calbo,,,,1470,,,
Q94984305,Jacob de Martini,Jacob,,,1790,,,
Q18758557,Angelo Zendrini,Angelo,Zendrini,Italian mathematician,1763,1849,mathematician,
Q6648688,Gabriel Avedikian,Gabriel,Avedikian,,1751,1827,"translator, theologian, philologist, linguist, lexicographer",
Q3768966,Girolamo Ortis,Girolamo,,,1773,1796,,
Q10746612,Giovanni Gloria,Giovanni,Gloria,Italian architect,1684,1759,architect,
Q19597229,Giambattista Mutinelli,Giambattista,,,1747,1823,poet,
Q3635352,Bartolomeo Carteri,Bartolomeo,,Italian composer,1542,1614,composer,
Q2288097,Simone Gatto,Simone,Gatto,,1545,1595,composer,
Q10824434,Gasparo Narvesa,Gasparo,,Italian painter (1558-1639),1558,1639,painter,
Q64778101,Angelo Pietro Galli,Angelo,,roman-catholic bishop,1762,1812,Catholic priest,
Q64778101,Angelo Pietro Galli,Angelo,,roman-catholic bishop,1762,1812,Catholic priest,
Q3769011,Girolamo de Franciscis,Girolamo,,,1445,1513,Catholic priest,
Q55679351,Raimund Egger,Raimund,Egger,,1639,1696,merchant,
Q16551995,Enea Arnaldi,Enea,Arnaldi,Italian architect,1716,1794,"writer, architect, Renaissance humanist",
Q3766516,Giovanni Badoer,Giovanni,Badoer,Italian poet and politician,1465,1535,"poet, politician, diplomat",
Q1525940,Giovanni Battista Vivaldi,"Giovanni, Giovanni Battista",,Italian violinist,1655,1736,violinist,
Q3850242,Martino De Boni,Martino,De Boni,Italian painter (1753-1831),1753,1831,painter,
Q1237123,Domenico Dalla Bella,Domenico,,,1680,1740,composer,
Q16586844,Paolo Erizzo,Paolo,,Italian politician,1411,1470,politician,
Q1677708,Jacobello Alberegno,Jacobello,,painter from Italy,1367,_:t2,painter,
Q55226565,Alessandro Carli,Alessandro,Carli,,1740,1814,,
Q94529453,Giandomenico Conte Tiepolo,Giandomenico,,,1763,1836,"writer, historian, magistrate, literary",
Q1081403,Pietro Antonio Zorzi,Pietro Antonio,Zorzi,Venetian Catholic cardinal,1745,1803,"Catholic priest, somaschi father",
Q50690044,Paolo Groppelli,Paolo,Groppelli,,1677,1751,sculptor,
Q21587611,Q21587611,Giacomo,,,,1370,,
Q3972482,Stefano Domenico Sceriman,Stefano,,,1729,1806,Catholic priest,
Q1081403,Pietro Antonio Zorzi,Pietro Antonio,Zorzi,Venetian Catholic cardinal,1745,1803,"Catholic priest, somaschi father",
Q28665526,Bartolomeo Tarsia,,Tarsia,,1690,1765,painter,
Q21208120,Q21208120,Gellio,Ghellini,,1559,1616,,
Q3713678,Donata Badoer,Donata,Badoer,,1280,1336,,
Q1081403,Pietro Antonio Zorzi,Pietro Antonio,Zorzi,Venetian Catholic cardinal,1745,1803,"Catholic priest, somaschi father",
Q59743077,Q59743077,Amadio,Luzzo,,1697,1748,religious,
Q1081403,Pietro Antonio Zorzi,Pietro Antonio,Zorzi,Venetian Catholic cardinal,1745,1803,"Catholic priest, somaschi father",
Q61476494,Marco Antonio Grimani,Marco,,Venetian politician (1486-1566),1486,1566,politician,
Q21548184,Agostino Agostini,Agostino,Agostini,,1542,1575,,
Q16268419,Giulio Goldoni,Giulio,Goldoni,Italian physician,1683,1731,physician,
Q94506935,Constantin Cumano,,,,1760,1805,copperplate engraver,
Q3779200,Guido Brandolini,Guido,Brandolini,Italian condottiero,1452,1503,condottiero,
Q19291619,Michele Tramezzino,Michele,,publisher (1501-1579),1501,1579,"printer, publisher, Q3968084",
Q64752569,Giuseppe Antonio Maria Favini,Giuseppe,,roman-catholic bishop,1644,1711,,
Q94506634,Karl Belli,Karl,,,1742,1816,poet,
Q50805921,Giuseppe Groppelli,Giuseppe,,,1675,1735,sculptor,
Q3635335,Bartolomeo Bon il Giovane,Bartolomeo,,Italian architect,1450,1510,architect,
Q18945463,Girolamo Ascanio Giustiniani,Girolamo,,1753-1787,1753,1787,,
Q3953777,Sebastiano Nasolini,Sebastiano,Nasolini,Italian composer,1768,1798,composer,
Q21548686,Nicolò Erizzo,Nicolò,Erizzo,,1722,1806,"politician, diplomat",
Q50381214,Andrea Tosi,,Tosi,,,,"writer, abbot",
Q50805811,Marino Groppelli,Marino,Groppelli,,1662,1728,"architect, sculptor",
Q3776488,Gregorio Amaseo,Gregorio,,Italian renaissance humanist,1464,1541,Renaissance humanist,
Q3779335,Guido II Rangoni,Guido,,Italian condottiero,1485,1539,condottiero,
Q3083100,Francesco Bandiera,Francesco,Bandiera,,1785,1847,naval officer,
Q3837038,Lorenzo Pasquato,Lorenzo,Pasquato,Italian typographer and publisher,1523,1700,"typographer, publisher",
Q41617616,Giovanni Pona,Giovanni,,1565-1630,1565,1630,botanist,
Q1042138,Carlo Filago,Carlo,,Italian composer,1589,1644,composer,
Q4015178,Vittore Canal,Vittore,Canal,Italian politician,1375,1458,politician,
Q16527382,Antonio Belloni,Antonio,Belloni,Italian historian,1479,1554,historian,
Q77220797,Q77220797,,,,0850,,,
Q40687091,Giovanni Battista Ziletti,Giovanni,,Venetian jureconsult and author (16th century),1501,1600,"writer, legal counsel",
Q3852065,Matteo Barbieri,Matteo,Barbieri,Italian priest and mathematician,1743,1789,"priest, mathematician",
Q18394902,Lodovico Donà,Lodovico,Donà,Italian catholic bishop,1430,1484,Catholic priest,
Q1070430,Cherubino Busatti,Cherubino,,Italian organist and monk,1600,1644,"composer, monk, organist",
Q55074038,Giovanni Domenico Sala,"Giovanni, Domenico",,,1579,1644,physician,
Q62393093,Q62393093,,,,1656,1725,military personnel,
Q1390687,Giovanni Battista Grone,"Giovanni, Giovanni Battista",,painter (1682-1748),1682,1748,"architect, painter",
Q87769983,Cortese Cortesi,,,Italian writer,1549,1617,writer,
Q28771641,Q28771641,,,,1926,2012,partisan,
Q21208739,Q21208739,Bartolomeo,,,1425,1471,,
Q3613472,Alvise Priuli,Alvise,,,1501,1560,,
Q3749739,Francesco Carrara,Francesco,Carrara,"Italian archaeologist, one of the first archaeologists of Dalmatia.",1812,1854,archaeologist,
Q19931320,Sebastiano Lazzari,Sebastiano,Lazzari,Italian painter and sculptor (1730-1770),1730,1770,"painter, sculptor",
Q14916123,Benedetto Carpaccio,Benedetto,,"venetian Renaissance painter, son of Benedetto Carpaccio",1500,1560,"painter, Scuola degli Albanesi",
Q58218435,Q58218435,,,,,,architect,
Q3901071,Petrocino Casaleschi,,,Italian theologian,,1369,theologian,
Q30321668,Giovanni Antonio Requesta,Giovanni,,,1481,1528,painter,
Q56006288,Nicola Marcola,Nicola,Marcola,Italian painter (1738-1770),1738,1770,"painter, drawer",
Q91337582,Giacomo Gerardo,Giacomo,Gerardo,,1553,,,
Q19946645,Cesare D'Arbes,Cesare,D'Arbes,,1710,1778,stage actor,
Q21587873,Q21587873,,Rossi,,1601,1635,military leader,
Q3805833,Jacopino Badoer da Peraga,,,Italian archbishop,1393,1451,archbishop,
Q41274651,Francesco  Novelli (I),Francesco,,,1764,1836,"painter, drawer",
Q16534855,Camilla de' Rossi,Camilla,"Rossi, de' Rossi",,1516,1543,,
Q63291536,Girolamo Polcastro,Girolamo,,,1763,1796,politician,
Q6648688,Gabriel Avedikian,Gabriel,Avedikian,,1750,1827,"translator, theologian, philologist, linguist, lexicographer",
Q21548686,Nicolò Erizzo,Nicolò,Erizzo,,1722,1806,"politician, diplomat",
Q14595398,Jacopo Foscari,Jacopo,,,1416,1456,aristocrat,
Q26262573,Nicolò Dolfin,Nicolò,Dolfin,,1483,1528,"poet, tragedy writer",
Q28857193,Q28857193,Antonio,,,1628,1697,military personnel,
Q3845410,Marcantonio Brandolini,Marcantonio,,,,1616,,
Q3081058,Francesco Pittoni,Francesco,,Italian painter (1645-1724),1645,1724,painter,
Q601506,Antonio Cesari,Antonio,"Cesari, Cesarion","Italian writer, literary historian and linguist",1760,1828,"writer, presbyter, literary historian, linguist",
Q29578729,Emilio Campolongo,Emilio,Campolongo,,1550,1604,physician,
Q41618802,Giovanni Prosdocimo Zabeo,Giovanni,,1753-1828,1753,1815,,
Q4006396,Urbano Pagani Cesa,Urbano,,Italian writer and bookseller,1757,1835,"writer, bookseller",
Q457364,Giuseppe Scolari,Giuseppe,Scolari,Italian composer,1720,1774,composer,
Q16615968,Tisbe Martinengo,Tisbe,,,1434,1471,,
Q86999867,Zuane Mocenigo,,,,1531,1598,civil servant,
Q27740465,Carlo Pisani,Carlo,Pisani,politician,1655,1740,"military personnel, politician",
Q3904045,Pietro Marco Zaguri,"Pietro, Marco",,,1738,1810,"Catholic priest, catholic deacon",
Q12631503,Giovanni Francesco Camocio,Giovanni,Camocio,"cartographer, publisher and printer",1501,1575,"printer, cartographer, publisher",
Q17321963,Girolamo Avanzi,Girolamo,,Italian philologist,1493,1600,philologist,
Q28197041,Francesca Roberti Franco,Francesca,,,1744,1817,"poet, literary",
Q28763735,Q28763735,,,,,,politician,
Q3767364,Giovanni Giacomo Carlino,Giovanni,,Italian typographer and editor,1550,1616,"typographer, editor",
Q52154473,Domenico Paghini,Domenico,Paghini,,1778,1850,"musician, painter",
Q63833733,Alvise Contarini the 2nd,,,,,,politician,
Q32985104,Daniele Girolamo Dolfin,Daniele,Dolfin,,1656,1729,"military personnel, politician",
Q3034734,Domenico Guardi,Domenico,Guardi,Italian painter (1678-1716),1678,1716,painter,
Q22069542,Francesco Rizzi,Francesco,Rizzi,Italian sculptor (1729-1795),1729,1795,sculptor,
Q21545675,Sertorio Orsato,,,,1617,1678,"poet, historian",
Q3613460,Alvise Belegno,Alvise,,Italian politician,1539,1606,politician,
Q17285362,Alessandro Racchetti,Alessandro,Racchetti,,1789,1854,jurist,
Q18935648,Girolamo Pellegrini,Girolamo,Pellegrini,,1624,1700,painter,
Q88208779,Q88208779,Daniele,Dolfin,,1631,1707,,
Q52154144,Domenico Pandolfi,Domenico,Pandolfi,,1682,1704,"painter, drawer",
Q17341112,Lodovico Pastò,Lodovico,,Venetian doctor and poet,1746,1806,"physician, poet",
Q55064214,Gian Girolamo Grandi,Gian,,Italian sculptor (1508-1560),1508,1560,sculptor,
Q3903680,Pietro Barozzi,Pietro,Barozzi,,1441,1507,Catholic priest,
Q3875841,Niccolò Buccella,Niccolò,Buccella,Italian physician,1520,1599,physician,
Q1177367,David de Pomis,David,,,1525,1588,"physician, grammarian",
Q21282177,Antonio Vinciguerra,Antonio,,,1439,1502,politician,
Q2526881,Q2526881,Vincenzo,,,1606,1660,,
Q16239149,Spiridon Vlantis,Spiridon,,Greek scholar,1765,1830,scholar,
Q58870794,Pietro Giovanni da Venezia,Pietro,,,1490,1561,"engraver, painter",
Q601506,Antonio Cesari,Antonio,"Cesari, Cesarion","Italian writer, literary historian and linguist",1760,1828,"writer, presbyter, literary historian, linguist",
Q16744007,Dionisio Memmo,Dionisio,Memmo,Italian composer and organist,1450,1600,"composer, organist",
Q78514501,Q78514501,Samuele,,,1788,1879,businessperson,
Q56334603,Pietro Stefanoni,Pietro,Stefanoni,"Italian engraver, ca. 1589-after 1627",1589,1653,"engraver, artist",
Q16007565,Q16007565,Vincenz,,,1763,1849,chamberlain,
Q1778608,Giuseppe Torelli,Giuseppe,Torelli,mathematician and writer from Italy,1721,1781,mathematician,
Q3904057,Pietro Marturio,Pietro,,,0850,0878,Catholic priest,
Q87389941,Angelo Correr,Angelo,Correr,"Correr, Angelo; b. 12/2/1605; d. 4/27/1678; politician and ambassador",1605,1694,"politician, diplomat",
Q3904045,Pietro Marco Zaguri,"Pietro, Marco",,,1738,1810,"Catholic priest, catholic deacon",
Q3609860,Alessandro Bon,Alessandro,Bon,,1514,1566,,
Q18397297,Ruggiero Fedeli,,,,1655,1722,"composer, opera singer",
Q3805872,Jacopo Filiasi,"Iacopo, Jacopo, Giacomo",Filiasi,Italian historian,1750,1829,"physicist, historian",
Q55227915,Marco Faustino Gagliuffi,Marco,,,1765,1834,"teacher, presbyter, improviser",
Q23309472,Q23309472,,,,1465,1529,military leader,
Q88264739,Q88264739,Luigi,,,1666,1744,,
Q94578752,Marco Antonio Corniani degli Algarotti,,,,1768,1845,,
Q3724456,Emilio Maria Manolesso,Emilio,,,1547,1584,,
Q98216546,Q98216546,Giovanni Battista,Vidali,,,,poet,
Q3659984,Carlo de' Dottori,Carlo,De' Dottori,Italian playwright and librettist,1618,1686,"playwright, librettist",
Q87807575,Q87807575,,,,1729,1816,painter,
Q1283761,Giovanni Antonio Pilacorte,Giovanni,,Italian artisan and sculptor (1455-1531),1455,1531,"sculptor, artisan",
Q3723278,Elisabetta of Montefeltro,Elisabetta,,wife of Roberto Malatesta,1464,1510,,
Q61477290,Agostino Maffetti,,,"Venetian politician, podestà of Bergamo (18th century)",1800,1800,politician,
Q3839275,Luigi Anichini,Luigi,Anichini,Italian goldsmith and medallist,1510,1559,"goldsmith, medallist",
Q3620054,Antonio Pizzocaro,Antonio,Pizzocaro,Italian architect and engineer,1605,1680,"architect, engineer",
Q3897072,Pasquale Lazzarini,Pasquale,Lazzarini,Italian sculptor (1667-1731),1667,1731,sculptor,
Q3664263,Celio Magno,Celio,Magno,Italian poet,1536,1602,poet,
Q1682678,Janetto von Taxis,,,,1450,1518,,
Q3767802,Giovanni Nani,Giovanni,Nani,,1727,1804,Catholic priest,
Q21506466,Valeriano Luigi Brera,,,Italian physician,1772,1840,physician,
Q18811960,Francesco Fasolo,Francesco,Fasolo,"Venetian civil servant, 1462-1517",1462,1517,"lawyer, civil servant",
Q19501596,Bernardino del Agua,Bernardino,,"Spanish or Italian painter, active late 16th - early 17th century",1505,,painter,
Q16116881,Giuseppe Rosaccio,Giuseppe,,physician and geographer (1530-1620),1530,1620,"physician, geographer",
Q972118,Giuseppe Sala,Giuseppe,Sala,Italian publisher,1643,1727,"music publisher, typographer",
Q3620052,Antonio Pizzamano,Antonio,Pizzamano,,1462,1512,Catholic priest,
Q3768544,Giovita Ravizza,Giovita,,,1476,1553,,
Q3659546,Carlo Luigi Pietragrua,Carlo,,Italian composer,1665,1726,composer,
Q55228363,Girolamo Giustinian,Girolamo,Q64031004,,1611,,,
Q27093664,Q27093664,Francesco,,,1500,1577,,
Q55227351,Giovanni Falier,Giovanni,,,1637,1681,,
Q3613316,Altobello Salicato,,,Italian typographer,1545,1609,typographer,
Q41618802,Giovanni Prosdocimo Zabeo,Giovanni,,1753-1828,1753,1828,,
Q3769012,Girolamo degli Azzoni Avogaro,Girolamo,degli Azzoni Avogaro,Italian literary scholar,1467,1519,,
Q18432115,Giovanni Reali,Giovanni,Reali,Italian composer,1681,1751,"composer, violinist",
Q41744564,Vincenzo Querini,Vincenzo,Querini,,1478,1514,"diplomat, monk",
Q3843043,Maffeo Contarini,Maffeo,,,,1460,patriarch,
Q29639230,Giampaolo Manfrone,,,,1511,1552,military leader,
Q23770940,Artuico di Castello,,,,1280,1331,priest,
Q51581465,Francesco Cavrioli,Francesco,,,1600,1670,sculptor,
Q1876090,Luigi Arduino,Luigi,Arduino,"Italian agriculturalist, author and professor",1759,1834,"farmer, university teacher",
Q90150607,Veronica Baron,Veronica,,italian typographer,1550,,typographer,
Q4023585,Zaccaria Bricito,Zaccaria,,,1802,1851,Catholic priest,
Q1441226,Francesco Silvani,Francesco,Silvani,Italian librettist and writer,1660,_:t2,"writer, poet, librettist",
Q3904095,Pietro Morando,Pietro,,Italian sculptor,1700,1800,sculptor,
Q18223891,Camillo Mantovano,Camillo,Mantovano,Italian painter,1501,1600,painter,
Q3767387,Giovanni Girolamo Gradenigo,Giovanni,,Italian archbishop (1708-1786),1708,1786,"archbishop, Catholic priest",
Q3613861,Ambrosio Bembo,Ambrosio,Bembo,,1652,1705,,
Q605029,Federico Maria Giovanelli,"Federico, Maria",Giovanelli,bishop of Chioggia and patriarch of Venice,1728,1800,Catholic priest,
Q3265209,Luciano Doria,Luciano,Doria,Italian soldier,1350,1379,soldier,
Q21542409,Anton Maria Borga,Anton,,(1723-1768),1723,1768,,
Q3839134,Ludovico Odasio,Ludovico,,author (-1510),1455,1509,"translator, Renaissance humanist",
Q3766672,Giovanni Battista Giuseppe Albrizzi,Giovanni,Albrizzi,,1799,1860,,
Q3613921,Amedeo Svajer,Amedeo,,Italian merchant,1727,1791,merchant,
Q54881006,Marina Cappello,Marina,Cappello,,,,Dogaressa,
Q62123689,Giordano Pasetto,,,,1484,1557,"composer, kapellmeister, Catholic friar, organist",
Q3770134,Giuseppe Boerio,Giuseppe,,Italian civil servant and magistrate,1754,1832,"civil servant, magistrate",
Q1867774,Lodovico Fogliano,"Ludovico, Lodovico",Fogliano,"Italian music theorist, composer, singer, and humanist",1475,1542,"composer, singer, musician, music theorist",
Q61476568,Niccolò Gussoni,,,Venetian politician (16th century),1501,1700,politician,
Q16487697,Girolamo Albanese,Girolamo,Albanese,Italian architect,1584,1660,architect,
Q25930326,Dionisio Moretti,,,"Italian printmaker, born in Greece in 1790",1790,1834,drawer,
Q25432333,Anselmo Marsand,Anselmo,,,1769,1841,composer,
Q18222849,Placido Bordoni,Plácido,,Italian historian,1736,1825,historian,
Q3767753,Giovanni Minotto Ottobini,Giovanni,,,1675,1742,Catholic priest,
Q19482781,Caterino Corner,,,,1624,1669,,
Q1525972,Giovanni Boldù,Giovanni,,Italian painter and sculptor,1500,1477,"painter, medallist",
Q3843049,Maffio Venier,,,Italian poet,1550,1586,"archbishop, poet",
Q3750642,Francesco Scipione Dondi Dell'Orologio,Francesco,,,1756,1819,Catholic priest,
Q101107469,Q101107469,,,,1588,1650,"politician, diplomat",
Q54881051,Marchesina Ghisi,,,,,,Dogaressa,
Q61895799,Antonio Longo,Antonio,Longo,Venetian author,1758,1822,"writer, lawyer, publisher",
Q19514661,Alda Manuzio,Aldo,,daughter of Aldus Manutius and Maria Torresano,,,,
Q92922702,Fantino Michiel,,,,1350,,,
Q3613468,Alvise Lippomano,Alvise,,,1586,1640,archbishop,
Q3656837,Capino Capini,,,Italian condottiero,1490,1545,condottiero,
Q3083100,Francesco Bandiera,Francesco,Bandiera,,1785,1847,naval officer,
Q7589142,Dionisio Brevio,Dionisio,Brevio,Italian painter (1510-1568),1510,1568,painter,
Q52153955,Bernardino Da Verona,,,,1463,1528,"painter, drawer",
Q3876583,Nicolò Sagri,Nicolò,Sagri,,,1573,astronomer,
Q1525929,Giovanni Battista Seni,Giovanni Battista,Seni,Italian physician,1600,1656,"writer, physician, astrologer",
Q3613469,Alvise Mocenigo,Alvise,,Italian politician and entrepreneur,1760,1815,"politician, entrepreneur",
Q21207266,Francesco Barbarano de' Mironi,Francesco,,religious servant and historian (1596-1656),1596,1656,"historian, religious",
Q54881099,Laura Morosini,Laura,Morosini,,,,Dogaressa,
Q4010367,Vespasiano Anfiareo,Wespazjan,,,1490,1564,"calligrapher, literary",
Q93575755,Antonio Grumello,Antonio,,Italian chronicler in XV century,1460,1530,chronicler,
Q61855560,Q61855560,Antonio,,,1679,1757,journalist,
Q3615472,Andrea Amadio,Andrea,Amadio,Italian painter,,1450,painter,
Q47086842,Angelo Scarabello,Angelo,,,1712,1795,"sculptor, silversmith",
Q3768883,Girolamo Alessandro Cappellari Vivaro,Girolamo,,Italian historian,1664,1748,historian,
Q93071912,Pancrazio Giustinian,,,,1465,1537,politician,
Q12951196,Carlo Assonica,Carlo,,,1626,1676,writer,
Q24052950,Lucietta Affabili,Barbara,,,1725,1776,opera singer,
Q17284950,Jacopo Foscarini,Jacopo,,Italian politician,1523,1603,"politician, diplomat",
Q16111624,Ante Jurić,,,"Croatian footballer, goalkeeper (1934-2013)",1934,2013,association football player,
Q7001846,Andrea Bon,Andrea,Bon,Italian catholic bishop,,1411,Catholic priest,
Q3771195,Giuseppe Perovani,Giuseppe,Perovani,Italian painter (1765-1835),1765,1835,painter,
Q3623532,Arnaldo Speroni degli Alvarotti,Arnaldo,,,1727,1800,Catholic priest,
Q19206220,Benedict of Dalmatia,,,,1765,1862,,
Q3643668,Brandolino Conte Brandolini,,,Italian condottiero,1365,1456,condottiero,
Q3779968,Gustavo Modena,Gustavo,Modena,Italian stage actor and actor,1803,1861,"actor, stage actor",
Q3768396,Giovanni Zebellana,Giovanni,,Italian sculptor (1457-1504),1457,1504,sculptor,
Q3854172,Melchiorre Trevisan,Melchiorre,Trevisan,Italian condottiero,,1500,condottiero,
Q3081033,Francesco Napoletano,Francesco,Galli,Italian Renaissance painter (1470-1501),1470,1501,painter,
Q15267184,Antonio Baietto,Antonio,Baietto,Italian painter (1380-1445),1386,1452,painter,
Q3745290,Filippo Paruta,Filippo,Paruta,,,1458,,
Q17631693,Giovanni Andrea Avogadro,"Giovanni, Andrea",Avogadro,Italian catholic bishop,1735,1815,"Catholic priest, catholic deacon",
Q25403179,Michele Lorenzo Mancini,,,died 1656,1602,1656,alchemist,
Q16536863,Carlo Brisighella Eismann,Carlo,,Italian painter (1679-1718),1679,1718,painter,
